3.010695,3.100921125,0.383749971,2.346308357,0.812407407,0.025901512,0.029201995,-0.000287356,8.83E-04
3.061282747,3.151261453,0.407079536,2.421102849,0.81287037,0.024451011,0.028025713,0.000766284,8.13E-04
2.954781312,3.044216192,0.612578141,2.700296445,0.813888889,0.027749027,0.031776378,0.000670498,1.05E-03
3.023186247,3.11247293,0.479207845,2.874741836,0.814166667,0.025608287,0.029074155,0.000670498,8.75E-04
3.026557421,3.114561834,0.33534877,2.648478008,0.816574074,0.02554726,0.029855263,0.000191571,9.23E-04
3.017680558,3.106769722,0.452847672,2.697887949,0.814537037,0.025777432,0.029028362,-0.000287356,8.73E-04
3.000788455,3.09017393,0.44501222,2.576548239,0.813981481,0.026266183,0.02868722,-0.001819923,8.49E-04
2.994959638,3.084888877,0.537137658,2.669357623,0.812962963,0.026436319,0.027231213,-0.00105364,7.67E-04
3.050889716,3.142752351,0.247292322,1.799360251,0.809351852,0.024602884,0.02428194,-0.000383142,6.11E-04
3.033000086,3.125608633,0.346677262,1.841867591,0.807962963,0.025098076,0.025058467,-0.000383142,6.50E-04
3.029886291,3.122295803,0.499957812,2.137769235,0.808333333,0.025238328,0.02555264,0.000957854,6.75E-04
3.029961288,3.121823923,0.443622187,2.003386157,0.809351852,0.025253961,0.026971044,0.001340996,7.52E-04
3.112739877,3.204503154,0.25237271,2.082166033,0.809537037,0.022914078,0.023160278,0.000383142,5.55E-04
3.055482221,3.146501035,0.255124497,2.048731031,0.810925926,0.024521098,0.02344005,0.000478927,5.69E-04
3.118931279,3.209702222,0.432450255,2.294571559,0.811388889,0.022840419,0.023519373,0.000287356,5.73E-04
3.044673838,3.134702017,0.251088664,2.153561729,0.812777778,0.024883723,0.024128046,-0.001149425,6.02E-04
3.098168252,3.187998575,0.071191186,2.243424641,0.813148148,0.023365392,0.023354761,-0.000383142,5.65E-04
3.095374412,3.185650038,0.08607482,2.355772087,0.812314815,0.023419419,0.022602117,-0.000383142,5.29E-04
3.0182445,3.108767714,0.332028766,2.292289923,0.811851852,0.025645491,0.025169709,0.000287356,6.56E-04
3.09826842,3.188940255,0.249925197,2.523497551,0.811574074,0.023355711,0.023252002,0.000957854,5.59E-04
2.99074643,3.082162133,-0.13404264,2.565213293,0.810185185,0.026284917,0.026372499,-0.000191571,7.20E-04
2.979662595,3.072868795,-0.37705518,3.006031869,0.806851852,0.026440344,0.025301502,-0.001915709,6.59E-04
